year,country_residence_iso3,n_billionaires,total_wealth,median_wealth,median_age,share_self_made
2019,HUN,2,2100000000,1050000000,59,1
2019,IDN,18,68200000000,1650000000,73.5,0.6111111111111112
2019,IND,97,381100000000,2300000000,67,0.4536082474226804
2019,IRL,4,9800000000,2250000000,71.5,0.75
2019,ISR,17,40600000000,1500000000,65,0.7058823529411765
2019,ITA,29,94100000000,2500000000,73,0.5517241379310345
2019,JPN,30,122400000000,1850000000,71.5,0.7
2019,KAZ,7,20900000000,3100000000,61,0.8571428571428571
2019,KHM,1,5000000000,5000000000,71,1
2019,KOR,39,102600000000,1700000000,58,0.4358974358974359
2019,KWT,1,1400000000,1400000000,73,0
2019,LBN,2,5000000000,2500000000,68.5,1
2019,LIE,1,3000000000,3000000000,61,0
2019,MAR,2,3800000000,1900000000,72,0
2019,MCO,17,71800000000,1900000000,64.5,0.35294117647058826
2019,MEX,16,128200000000,2700000000,70.5,0.375
2019,MYS,12,44800000000,2900000000,72,0.75
2019,NGA,4,22300000000,5400000000,63,0.75
2019,NLD,9,16500000000,1400000000,63,0.6666666666666666
2019,NOR,11,27100000000,1700000000,56,0.45454545454545453
2019,NPL,1,1700000000,1700000000,63,0
2019,NZL,2,10200000000,5100000000,68,0.5
2019,OMN,1,3200000000,3200000000,80,1
2019,PER,6,11200000000,1450000000,73,0.5
2019,PHL,17,47700000000,2400000000,66,0.47058823529411764
2019,POL,7,13200000000,1700000000,51,0.7142857142857143
2019,PRT,1,4800000000,4800000000,84,0
2019,QAT,1,1600000000,1600000000,71,1
2019,ROU,1,1200000000,1200000000,79,1
2019,RUS,89,377600000000,1900000000,55,1
2019,SAU,1,1300000000,1300000000,40,0
2019,SGP,27,88800000000,2100000000,65,0.6666666666666666
2019,SVK,2,2600000000,1300000000,50,1
2019,SWE,21,66100000000,2200000000,57,0.38095238095238093
2019,SWZ,1,4900000000,4900000000,87,1
2019,TCA,1,1600000000,1600000000,73,1
2019,THA,29,92600000000,2000000000,68,0.4482758620689655
2019,TUR,23,39700000000,1600000000,64,0.6086956521739131
2019,TWN,36,75900000000,1900000000,69,0.6388888888888888
2019,TZA,1,1900000000,1900000000,43,0
2019,UKR,7,13600000000,1400000000,55,1
2019,URY,1,3100000000,3100000000,74,0
2019,USA,615,3093600000000,2700000000,67,0.6878048780487804
2019,VEN,1,3800000000,3800000000,59,1
2019,VGB,1,4099999999.999999,4099999999.999999,68,1
2019,VNM,5,13600000000,1700000000,50,1
2019,ZAF,5,18700000000,2400000000,68,0.6
2019,NA,7,76100000000,4099999999.999999,78,0.42857142857142855
2020,AGO,1,1400000000,1400000000,46,0
2020,ARE,13,29500000000,2100000000,63,0.38461538461538464
2020,ARG,4,9300000000,2200000000,88.5,0.5
2020,AUS,28,94600000000,1650000000,71.5,0.7142857142857143
2020,AUT,11,50100000000,4400000000,68,0.7272727272727273
2020,BEL,2,25500000000,12750000000,55.5,0
2020,BHR,1,1500000000,1500000000,75,0
2020,BHS,2,5700000000,2850000000,71.5,1
2020,BRA,37,75400000000,1900000000,67,0.3783783783783784
2020,CAN,36,110100000000,1950000000,71,0.6944444444444444
2020,CHE,64,226600000000,2600000000,65,0.546875
2020,CHL,6,18700000000,1500000000,70.5,0.5
2020,CHN,409,1262900000000,1800000000,56,0.9779951100244498
2020,COL,2,10300000000,5150000000,88,1
2020,CYM,2,6300000000,3150000000,76.5,1
2020,CYP,1,1900000000,1900000000,67,1
2020,CZE,6,25200000000,2300000000,55,1
2020,DEU,84,372200000000,2350000000,67.5,0.34523809523809523
2020,DNK,7,40900000000,6100000000,45.5,0
2020,DZA,1,4200000000,4200000000,76,1
2020,EGY,5,15400000000,3000000000,65,0.6
2020,ESP,23,95900000000,1400000000,70,0.391304347826087
2020,FIN,6,11700000000,1300000000,62,0.3333333333333333
2020,FRA,33,256500000000,3300000000,68,0.45454545454545453
2020,GBR,75,282300000000,2500000000,63,0.7066666666666667
2020,GEO,1,4800000000,4800000000,64,1
2020,GGY,1,2100000000,2100000000,67,1
2020,GRC,1,1000000000,1000000000,87,1
2020,HKG,71,321000000000,2500000000,68,0.6056338028169014
2020,HUN,1,1200000000,1200000000,67,1
2020,IDN,12,46400000000,1650000000,74.5,0.5833333333333334
2020,IND,94,299300000000,1800000000,67,0.4574468085106383
2020,IRL,4,8900000000,2300000000,72.5,0.75
2020,ISR,14,36300000000,2000000000,68,0.7142857142857143
2020,ITA,30,80400000000,1900000000,74,0.6333333333333333
2020,JPN,24,106000000000,2650000000,73.5,0.8333333333333334
2020,KAZ,4,12000000000,2800000000,56,0.75
2020,KHM,1,4099999999.999999,4099999999.999999,72,1
2020,KOR,29,71400000000,1500000000,55,0.5862068965517241
2020,KWT,1,1300000000,1300000000,74,0
2020,LBN,2,4300000000,2150000000,69.5,1
2020,LIE,1,3300000000,3300000000,62,0
2020,MAR,1,1000000000,1000000000,59,0
2020,MCO,9,46000000000,6600000000,73,0.3333333333333333
2020,MEX,11,98700000000,4300000000,76,0.45454545454545453
2020,MYS,10,31000000000,2300000000,75,0.6
2020,NGA,3,16800000000,5600000000,62,0.6666666666666666
2020,NLD,10,15900000000,1350000000,68.5,0.7
2020,NOR,9,17700000000,1700000000,58,0.4444444444444444
2020,NPL,1,1400000000,1400000000,64,0
2020,NZL,2,11600000000,5800000000,69,0.5
2020,OMN,1,2100000000,2100000000,81,1
2020,PER,2,5200000000,2600000000,77.5,0
2020,PHL,15,31000000000,1800000000,67,0.4666666666666667
2020,POL,6,12800000000,1850000000,52,0.6666666666666666
2020,PRT,1,3800000000,3800000000,85,0
2020,QAT,1,1200000000,1200000000,72,1
2020,ROU,1,1200000000,1200000000,80,1
2020,RUS,85,328300000000,1800000000,56,1
2020,SGP,31,95300000000,1900000000,65,0.6451612903225806
2020,SVK,2,2500000000,1250000000,51,1
2020,SWE,20,59800000000,1900000000,55,0.4
2020,SWZ,1,2700000000,2700000000,88,1
2020,TCA,1,1700000000,1700000000,74,1
2020,THA,18,63000000000,2300000000,73.5,0.4444444444444444
2020,TUR,22,37100000000,1500000000,70,0.5909090909090909
2020,TWN,32,66200000000,1750000000,70,0.625
2020,TZA,1,1600000000,1600000000,44,0
2020,UKR,6,8000000000,1150000000,55,1
2020,URY,1,2700000000,2700000000,75,0
2020,USA,624,2989100000000,2500000000,67,0.7035256410256411
2020,VEN,1,3400000000,3400000000,60,1
2020,VGB,1,3400000000,3400000000,69,1
2020,VNM,4,10200000000,1800000000,50.5,1
2020,ZAF,4,15400000000,3300000000,68,0.5
2020,NA,7,10800000000,1500000000,29,0
2021,ARE,11,43400000000,2500000000,66,0.45454545454545453
2021,ARG,5,15700000000,2400000000,88,0.6
2021,ARM,1,1000000000,1000000000,52,1
2021,AUS,38,171300000000,2300000000,71,0.6842105263157895
2021,AUT,13,67900000000,3600000000,68,0.6923076923076923
2021,BEL,3,37800000000,1500000000,57,0.3333333333333333
2021,BHR,1,1400000000,1400000000,76,0
2021,BHS,2,6900000000,3450000000,72.5,1
2021,BMU,2,5000000000,2500000000,77,0
2021,BRA,57,159400000000,2200000000,64,0.38596491228070173
2021,CAN,45,161100000000,2100000000,69.5,0.6666666666666666
2021,CHE,68,300100000000,2950000000,66,0.5441176470588235
2021,CHL,8,40300000000,2450000000,71.5,0.5
2021,CHN,660,2706400000000,2000000000,56,0.9757575757575757
2021,COL,2,13300000000,6650000000,89,1
2021,CYM,2,7100000000,3550000000,77.5,1
2021,CZE,10,38700000000,2350000000,55.5,1
2021,DEU,117,533400000000,2800000000,65,0.3504273504273504
2021,DNK,11,62800000000,8199999999.999999,42.5,0.18181818181818182
2021,DZA,1,4800000000,4800000000,77,1
2021,EGY,5,16600000000,2500000000,66,0.6
2021,ESP,30,137900000000,1650000000,71,0.4
2021,FIN,7,16500000000,1600000000,62,0.2857142857142857
2021,FRA,34,411200000000,4250000000,69,0.47058823529411764
2021,GBR,86,410200000000,2450000000,63,0.7325581395348837
2021,GEO,1,4800000000,4800000000,65,1
2021,GGY,1,2600000000,2600000000,68,1
2021,GRC,1,1400000000,1400000000,88,1
2021,HKG,79,443200000000,3000000000,68,0.620253164556962
2021,HUN,2,2700000000,1350000000,61.5,1
2021,IDN,18,75100000000,1700000000,73.5,0.7222222222222222
2021,IND,132,577300000000,2250000000,68,0.44696969696969696
2021,IRL,4,11700000000,2450000000,73.5,0.75
2021,ISR,21,51200000000,1700000000,65,0.6666666666666666
2021,ITA,46,150700000000,2000000000,69.5,0.5
2021,JPN,48,221000000000,1650000000,68,0.7708333333333334
2021,KAZ,7,22200000000,3200000000,53,0.8571428571428571
2021,KHM,1,4600000000,4600000000,73,1
2021,KOR,44,123300000000,1500000000,57.5,0.4772727272727273
2021,LBN,2,5000000000,2500000000,70.5,1
2021,LIE,1,5500000000,5500000000,63,0
2021,MAR,2,3200000000,1600000000,74,0
2021,MCO,15,62900000000,2300000000,66,0.3333333333333333
2021,MEX,13,136100000000,3100000000,73,0.46153846153846156
2021,MYS,16,51800000000,2450000000,71,0.6875
2021,NGA,3,22500000000,6100000000,63,0.6666666666666666
2021,NLD,11,27100000000,2000000000,66,0.7272727272727273
2021,NOR,9,27900000000,2600000000,58,0.4444444444444444
2021,NPL,1,1400000000,1400000000,65,0
2021,NZL,2,9800000000,4900000000,70,0.5
2021,OMN,1,2300000000,2300000000,82,1
2021,PER,6,11400000000,1300000000,75,0.5
2021,PHL,17,45600000000,2700000000,68,0.47058823529411764
2021,POL,7,18700000000,3200000000,58,0.8571428571428571
2021,PRT,1,4700000000,4700000000,86,0
2021,QAT,2,2900000000,1450000000,67,0.5
2021,ROU,1,1700000000,1700000000,81,1
2021,RUS,97,484800000000,2400000000,57,1
2021,SGP,34,161500000000,2300000000,66,0.6764705882352942
2021,SVK,2,2900000000,1450000000,52,1
2021,SWE,28,116800000000,2750000000,52.5,0.5
2021,SWZ,1,4700000000,4700000000,89,1
2021,TCA,1,2100000000,2100000000,75,1
2021,THA,29,102600000000,2100000000,70,0.5172413793103449
2021,TUR,26,53200000000,1800000000,66,0.6153846153846154
2021,TWN,40,103600000000,2200000000,71,0.65
2021,TZA,1,1600000000,1600000000,45,0
2021,UKR,7,18900000000,1800000000,57,1
2021,URY,1,3300000000,3300000000,76,0
2021,USA,730,4453800000000,2850000000,66,0.7232876712328767
2021,VGB,1,4800000000,4800000000,70,1
2021,VNM,6,16700000000,1900000000,54.5,1
2021,ZAF,5,22100000000,3000000000,70,0.6
2021,NA,11,26600000000,1700000000,55.5,0.5454545454545454
2022,AND,1,1300000000,1300000000,78,0
2022,ARE,12,128000000000,2650000000,65,0.5833333333333334
2022,ARG,6,16000000000,2600000000,87.5,0.6666666666666666
2022,AUS,41,193500000000,2200000000,70,0.7073170731707317
2022,AUT,12,69500000000,4000000000,67,0.6666666666666666
2022,BEL,3,38500000000,1200000000,58,0.3333333333333333
2022,BHR,1,1500000000,1500000000,77,0
2022,BHS,4,37500000000,5650000000,46,1
2022,BMU,2,4500000000,2250000000,78,0
2022,BRA,53,144800000000,1900000000,66.5,0.37735849056603776
2022,CAN,45,174600000000,2100000000,71,0.7333333333333333
2022,CHE,75,343500000000,3100000000,65,0.56
2022,CHL,6,35700000000,3050000000,74.5,0.5
2022,CHN,570,2143650000000,1900000000,57,0.968421052631579
2022,COL,1,9900000000,9900000000,89,1
2022,CYM,3,10800000000,3600000000,75,0.6666666666666666
2022,CYP,4,9000000000,1950000000,63.5,0.5
2022,CZE,8,37200000000,3050000000,55.5,0.875
2022,DEU,112,498900000000,2500000000,65,0.32142857142857145
2022,DNK,10,58300000000,7700000000,46,0.2
2022,DZA,1,5100000000,5100000000,78,1
2022,EGY,4,13700000000,2450000000,64,0.5
2022,ESP,25,113400000000,1900000000,72,0.4
2022,FIN,7,12600000000,1500000000,63,0.2857142857142857
2022,FRA,34,454600000000,3750000000,70,0.47058823529411764
2022,GBR,88,400100000000,2600000000,64,0.7386363636363636
2022,GEO,1,4800000000,4800000000,66,1
2022,GGY,1,2500000000,2500000000,69,1
2022,GRC,1,1400000000,1400000000,89,1
2022,HKG,68,335500000000,3000000000,69.5,0.6617647058823529
2022,HUN,2,2500000000,1250000000,62.5,1
2022,IDN,27,103800000000,1900000000,72,0.6666666666666666
2022,IND,158,722000000000,2200000000,69,0.46835443037974683
2022,IRL,4,11400000000,2750000000,74.5,0.75
2022,ISR,24,63600000000,1950000000,65,0.7083333333333334
2022,ITA,49,155600000000,2100000000,70,0.46938775510204084
2022,JPN,38,150700000000,1850000000,74.5,0.8157894736842105
2022,KAZ,7,21700000000,2800000000,54,0.8571428571428571
2022,KHM,1,2600000000,2600000000,74,1
2022,KOR,43,119900000000,1900000000,55,0.5813953488372093
2022,LBN,2,6400000000,3200000000,71.5,1
2022,LIE,1,2300000000,2300000000,64,0
2022,MAR,2,3300000000,1650000000,75,0
2022,MCO,13,61700000000,2300000000,68,0.3076923076923077
2022,MEX,14,158100000000,3250000000,69,0.42857142857142855
2022,MYS,15,48300000000,2000000000,73,0.7333333333333333
2022,NGA,3,28200000000,7300000000,64,0.6666666666666666
2022,NLD,10,22800000000,2000000000,70.5,0.7
2022,NOR,10,30400000000,1950000000,59.5,0.5
2022,NPL,1,1500000000,1500000000,66,0
2022,NZL,3,12000000000,1500000000,66,0.6666666666666666
2022,OMN,1,2500000000,2500000000,83,1
2022,PER,3,7800000000,1500000000,62,0
2022,PHL,17,43200000000,2100000000,68,0.5294117647058824
2022,POL,5,17600000000,3300000000,59,1
2022,PRT,1,4700000000,4700000000,87,0
2022,QAT,2,3300000000,1650000000,68,0.5
2022,ROU,3,4100000000,1500000000,55,1
2022,RUS,64,242600000000,1700000000,57.5,1
2022,SGP,35,119900000000,2300000000,67,0.6857142857142857
2022,SVK,2,3000000000,1500000000,53,1
2022,SWE,32,113300000000,2200000000,53,0.59375
2022,SWZ,1,5300000000,5300000000,90,1
2022,TCA,1,2200000000,2200000000,76,1
2022,THA,27,94700000000,2000000000,71.5,0.5555555555555556
2022,TUR,23,38400000000,1500000000,66,0.5652173913043478
2022,TWN,42,121400000000,2350000000,72,0.5714285714285714
2022,TZA,1,1500000000,1500000000,46,0
2022,UKR,6,10800000000,1300000000,58.5,1
2022,URY,3,4900000000,1500000000,58,0.6666666666666666
2022,USA,749,4756000000000,2900000000,66,0.7356475300400535
2022,VGB,1,4700000000,4700000000,71,1
2022,VNM,7,21200000000,2900000000,58,1
2022,ZAF,5,25000000000,3300000000,71,0.6
2022,NA,11,28700000000,1700000000,53,0.36363636363636365
2023,AND,1,1500000000,1500000000,79,0
2023,ARE,17,99400000000,3200000000,68,0.5882352941176471
2023,ARG,5,13700000000,2700000000,81.5,0.8
2023,ARM,1,1200000000,1200000000,54,1
2023,AUS,43,173500000000,2000000000,70,0.6744186046511628
2023,AUT,11,75400000000,5400000000,59,0.6363636363636364
2023,BEL,3,41200000000,1200000000,59,0.3333333333333333
2023,BHR,1,1500000000,1500000000,78,0
2023,BHS,2,8200000000,4100000000,74.5,1
2023,BMU,2,4600000000,2300000000,79,0
2023,BRA,44,104800000000,1800000000,68,0.38636363636363635
2023,CAN,42,173900000000,2200000000,72,0.7142857142857143
2023,CHE,78,409900000000,3100000000,63,0.5641025641025641
2023,CHL,6,36400000000,3100000000,75.5,0.5
2023,CHN,522,1800600000000,1900000000,58,0.9674329501915708
2023,COL,1,6400000000,6400000000,90,1
2023,CYM,3,10900000000,3900000000,76,0.6666666666666666
2023,CYP,5,9600000000,2100000000,49,1
2023,CZE,7,42800000000,4099999999.999999,58,0.8571428571428571
2023,DEU,102,462100000000,2650000000,66,0.30392156862745096
2023,DNK,7,40900000000,6700000000,50,0
2023,DZA,1,4600000000,4600000000,79,1
2023,EGY,4,13500000000,2400000000,65,0.5
2023,ESP,25,133700000000,2100000000,72.5,0.4
2023,FIN,7,14000000000,1700000000,64,0.2857142857142857
2023,FRA,36,501600000000,4149999999.9999995,69,0.4166666666666667
2023,GBR,83,366700000000,2700000000,63,0.7108433734939759
2023,GEO,1,4900000000,4900000000,67,1
2023,GGY,1,2300000000,2300000000,70,1
2023,GRC,3,9100000000,1900000000,70,0.3333333333333333
2023,HKG,68,321500000000,2700000000,70,0.6470588235294118
2023,HUN,3,3900000000,1200000000,57,1
2023,IDN,25,123900000000,1900000000,73,0.6
2023,IND,160,637100000000,2100000000,68,0.425
2023,IRL,4,9600000000,2400000000,75.5,0.75
2023,ISR,26,72500000000,1950000000,66,0.7307692307692307
2023,ITA,56,159600000000,2500000000,69,0.42857142857142855
2023,JPN,38,146800000000,1700000000,75,0.7631578947368421
2023,KAZ,7,26300000000,3700000000,55,0.8571428571428571
2023,KHM,1,2800000000,2800000000,75,1
2023,KOR,31,84800000000,1700000000,56,0.45161290322580644
2023,LBN,2,5600000000,2800000000,72.5,1
2023,LIE,1,2300000000,2300000000,65,0
2023,LUX,1,3500000000,3500000000,61,0
2023,LVA,1,4200000000,4200000000,68,1
2023,MAR,2,2800000000,1400000000,76,0
2023,MCO,17,68000000000,2000000000,65,0.35294117647058826
2023,MEX,14,168900000000,3600000000,70,0.42857142857142855
2023,MYS,12,34400000000,1650000000,71,0.5
2023,NGA,3,28500000000,8199999999.999999,65,0.6666666666666666
2023,NLD,10,24700000000,1800000000,71.5,0.7
2023,NOR,9,27100000000,2100000000,60,0.4444444444444444
2023,NPL,1,1800000000,1800000000,67,0
2023,NZL,2,10100000000,5050000000,64,1
2023,OMN,1,2700000000,2700000000,84,1
2023,PER,2,2500000000,1250000000,80.5,0
2023,PHL,14,41400000000,2400000000,69,0.35714285714285715
2023,POL,5,18300000000,4000000000,60,1
2023,PRT,1,4700000000,4700000000,88,0
2023,QAT,2,3000000000,1500000000,69,0.5
2023,ROU,3,4800000000,1700000000,56,1
2023,RUS,80,363600000000,2550000000,58,1
2023,SGP,48,144200000000,2150000000,68,0.625
2023,SVK,2,3100000000,1550000000,54,1
2023,SWE,26,90900000000,2150000000,54,0.5
2023,SWZ,1,6500000000,6500000000,91,1
2023,TCA,1,2000000000,2000000000,77,1
2023,THA,28,100700000000,1950000000,73,0.5
2023,TUR,25,55700000000,1900000000,67,0.56
2023,TWN,43,117900000000,2100000000,73,0.6046511627906976
2023,TZA,1,1500000000,1500000000,47,0
2023,UKR,6,12600000000,1350000000,59.5,1
2023,URY,1,1800000000,1800000000,78,0
2023,USA,754,4575100000000,2900000000,67,0.7161803713527851
2023,UZB,1,14400000000,14400000000,69,1
2023,VGB,1,3400000000,3400000000,72,1
2023,VNM,6,12600000000,1650000000,56.5,1
2023,ZAF,5,25600000000,2700000000,72,0.6
2023,NA,25,58200000000,1600000000,57,0.28
2024,AND,1,1500000000,1500000000,80,0
2024,ARE,18,138700000000,3400000000,70,0.5555555555555556
2024,ARG,5,20200000000,3900000000,82.5,0.8
2024,ARM,1,1100000000,1100000000,55,1
2024,AUS,45,201800000000,2200000000,71,0.6888888888888889
2024,AUT,8,77000000000,5600000000,59,0.5
2024,BEL,7,58600000000,3000000000,60,0.2857142857142857
2024,BHR,1,1500000000,1500000000,79,0
2024,BHS,1,2200000000,2200000000,64,1
2024,BMU,2,4900000000,2450000000,80,0
2024,BRA,60,154900000000,1800000000,67.5,0.35
2024,CAN,44,210700000000,2500000000,73,0.7272727272727273
2024,CHE,86,496400000000,3400000000,64,0.5697674418604651
2024,CHL,5,34900000000,2600000000,78,0.4
2024,CHN,427,1401300000000,1700000000,60,0.9695550351288056
2024,COL,1,7300000000,7300000000,91,1
2024,CYM,3,11700000000,4700000000,77,0.6666666666666666
2024,CYP,6,10600000000,1650000000,53.5,1
2024,CZE,7,44100000000,3500000000,59,0.8571428571428571
2024,DEU,110,505700000000,2650000000,62,0.2909090909090909
2024,DNK,8,49100000000,6500000000,60,0
2024,DZA,1,2500000000,2500000000,80,1
2024,EGY,4,15100000000,2550000000,66,0.5
2024,ESP,27,175400000000,2200000000,71.5,0.37037037037037035
2024,FIN,7,14900000000,1900000000,65,0.2857142857142857
2024,FRA,46,574400000000,2900000000,69,0.391304347826087
2024,GBR,83,416300000000,2700000000,66,0.7108433734939759
2024,GEO,1,4900000000,4900000000,68,1
2024,GGY,1,2600000000,2600000000,71,1
2024,GRC,6,15900000000,1950000000,71,0.6666666666666666
2024,HKG,74,326000000000,2400000000,72,0.6486486486486487
2024,HUN,5,6800000000,1300000000,60,1
2024,IDN,29,182300000000,1900000000,74,0.6551724137931034
2024,IND,191,905600000000,2500000000,70,0.41361256544502617
2024,IRL,4,10400000000,2700000000,76.5,0.75
2024,ISR,32,85600000000,1700000000,66,0.78125
2024,ITA,61,190300000000,2400000000,70,0.3770491803278688
2024,JPN,40,177300000000,1500000000,75,0.7
2024,KAZ,7,30600000000,5000000000,56,0.8571428571428571
2024,KOR,38,105000000000,1550000000,57.5,0.47368421052631576
2024,LBN,2,5600000000,2800000000,73.5,1
2024,LIE,1,1500000000,1500000000,66,0
2024,LUX,1,4700000000,4700000000,62,0
2024,LVA,1,4300000000,4300000000,69,1
2024,MAR,2,3100000000,1550000000,77,0
2024,MCO,19,91000000000,2200000000,67,0.42105263157894735
2024,MEX,20,196500000000,3250000000,71,0.3
2024,MYS,10,31300000000,2300000000,72,0.4
2024,NGA,4,26700000000,5950000000,64.5,0.75
2024,NLD,11,27500000000,2000000000,69,0.7272727272727273
2024,NOR,9,30200000000,2300000000,61,0.4444444444444444
2024,NPL,1,1800000000,1800000000,68,0
2024,NZL,2,11900000000,5950000000,65,1
2024,OMN,1,2100000000,2100000000,85,1
2024,PHL,16,49200000000,2350000000,70,0.5
2024,POL,5,20800000000,4500000000,61,1
2024,PRT,1,5700000000,5700000000,89,0
2024,QAT,2,3500000000,1750000000,70,0.5
2024,ROU,3,5500000000,2000000000,57,1
2024,RUS,95,425300000000,2200000000,58,0.9894736842105263
2024,SGP,53,198900000000,1700000000,68,0.5660377358490566
2024,SVK,2,3400000000,1700000000,55,1
2024,SWE,28,111700000000,2350000000,53,0.42857142857142855
2024,SWZ,1,7200000000,7200000000,92,1
2024,TCA,1,2000000000,2000000000,78,1
2024,THA,26,84700000000,1800000000,73.5,0.5
2024,TUR,26,53800000000,1900000000,66.5,0.5
2024,TWN,44,132000000000,1950000000,73,0.5681818181818182
2024,TZA,1,1800000000,1800000000,48,0
2024,UKR,5,9400000000,1200000000,60,1
2024,URY,3,7100000000,1100000000,60,0.6666666666666666
2024,USA,834,5829300000000,3100000000,68,0.7134292565947242
2024,UZB,1,13400000000,13400000000,70,1
2024,VGB,1,2100000000,2100000000,73,1
2024,VNM,6,13900000000,2150000000,57.5,1
2024,ZAF,6,29400000000,2650000000,73.5,0.6666666666666666
2024,NA,34,85200000000,1850000000,61,0.47058823529411764
